"","service_date","from_stop_id","to_stop_id","route_id","direction_id","start_time_sec","end_time_sec","travel_time_sec","from_stop_sequence","from_stop_name","from_stop_lon","from_stop_lat","stop_sequence","stop_name","stop_lon","stop_lat"
"149","2021-11-05",70126,70144,"Green-B",1,43706,44517,811,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"150","2021-11-05",70126,70144,"Green-B",1,19204,19859,655,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"151","2021-11-05",70126,70144,"Green-B",1,20726,21508,782,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"152","2021-11-05",70126,70144,"Green-B",1,19975,20600,625,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"153","2021-11-05",70126,70144,"Green-B",1,28369,29115,746,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"154","2021-11-05",70126,70144,"Green-B",1,28842,29654,812,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"155","2021-11-05",70126,70144,"Green-B",1,28005,29003,998,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"156","2021-11-05",70126,70144,"Green-B",1,29276,30105,829,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"157","2021-11-05",70126,70144,"Green-B",1,29686,30455,769,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"158","2021-11-05",70126,70144,"Green-B",1,69592,70476,884,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"159","2021-11-05",70126,70144,"Green-B",1,70802,71782,980,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"160","2021-11-05",70126,70144,"Green-B",1,70652,71457,805,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"161","2021-11-05",70126,70144,"Green-B",1,21813,22498,685,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"162","2021-11-05",70126,70144,"Green-B",1,22602,23293,691,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"163","2021-11-05",70126,70144,"Green-B",1,21181,21731,550,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"164","2021-11-05",70126,70144,"Green-B",1,39368,40335,967,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"165","2021-11-05",70126,70144,"Green-B",1,38871,39742,871,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"166","2021-11-05",70126,70144,"Green-B",1,40287,41015,728,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"167","2021-11-05",70126,70144,"Green-B",1,39640,40543,903,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
